country,country_name,country_name,2022
ABW,Aruba,ABW,38877.6744362842
AFE,Africa Eastern and Southern,AFE,3974.80304490307
AFG,Afghanistan,AFG,1981.71016810561
AFW,Africa Western and Central,AFW,4767.38326230894
AGO,Angola,AGO,7397.48642731105
ALB,Albania,ALB,17112.988027282
AND,Andorra,AND,63913.3835079105
ARB,Arab World,ARB,16194.4869763763
ARE,United Arab Emirates,ARE,68867.8259305075
ARG,Argentina,ARG,27627.9634764636
ARM,Armenia,ARM,17886.1783877168
ASM,American Samoa,ASM,
ATG,Antigua and Barbuda,ATG,28033.1307782063
AUS,Australia,AUS,59883.6470356073
AUT,Austria,AUT,65661.4520172699
AZE,Azerbaijan,AZE,21051.2687619289
BDI,Burundi,BDI,829.38715963357
BEL,Belgium,BEL,62725.623762226
BEN,Benin,BEN,3588.33525858047
BFA,Burkina Faso,BFA,2466.05331390054
BGD,Bangladesh,BGD,7888.16389098304
BGR,Bulgaria,BGR,31564.7775384627
BHR,Bahrain,BHR,57465.1729784449
BHS,Bahamas  The,BHS,32408.7118597651
BIH,Bosnia and Herzegovina,BIH,19298.3776071605
BLR,Belarus,BLR,26537.5083074865
BLZ,Belize,BLZ,12569.8179433088
BMU,Bermuda,BMU,98057.4470976206
BOL,Bolivia,BOL,9681.70742674425
BRA,Brazil,BRA,18554.0461842977
BRB,Barbados,BRB,18469.5765888638
BRN,Brunei Darussalam,BRN,76357.8291017772
BTN,Bhutan,BTN,14061.3120213689
BWA,Botswana,BWA,18648.1355964132
CAF,Central African Republic,CAF,1137.34726560057
CAN,Canada,CAN,57681.4385853329
CEB,Central Europe and the Baltics,CEB,41764.3713121763
CHE,Switzerland,CHE,82203.0592757056
CHI,Channel Islands,CHI,
CHL,Chile,CHL,29559.6561552202
CHN,China,CHN,21011.6171309077
CIV,Cote d'Ivoire,CIV,6261.53314478398
CMR,Cameroon,CMR,4843.65038202917
COD,Congo  Dem. Rep.,COD,1385.46472380959
COG,Congo  Rep.,COG,6205.1050414034
COL,Colombia,COL,18451.9459195936
COM,Comoros,COM,3463.00574300891
CPV,Cabo Verde,CPV,8850.1066918812
CRI,Costa Rica,CRI,24831.7193480342
CSS,Caribbean small states,CSS,24962.1447253137
CUB,Cuba,CUB,
CUW,Curacao,CUW,27327.4171887821
CYM,Cayman Islands,CYM,76359.0908832118
CYP,Cyprus,CYP,51669.30078125
CZE,Czechia,CZE,48390.6616781057
DEU,Germany,DEU,62931.968415318
DJI,Djibouti,DJI,6083.64368190087
DMA,Dominica,DMA,16557.6406670121
DNK,Denmark,DNK,70233.6402556275
DOM,Dominican Republic,DOM,22757.3896159896
DZA,Algeria,DZA,14782.2002968893
EAP,East Asia & Pacific (excluding high income),EAP,18273.1877422191
EAR,Early-demographic dividend,EAR,11198.5234977496
EAS,East Asia & Pacific,EAS,21795.7981876186
ECA,Europe & Central Asia (excluding high income),ECA,21980.5183111256
ECS,Europe & Central Asia,ECS,43251.800023972
ECU,Ecuador,ECU,14263.2039756632
EGY,Egypt  Arab Rep.,EGY,16360.3907750364
EMU,Euro area,EMU,55910.394134257
ERI,Eritrea,ERI,
ESP,Spain,ESP,46675.9118515112
EST,Estonia,EST,43690.4130611134
ETH,Ethiopia,ETH,2655.57791619133
EUU,European Union,EUU,53663.6132264515
FCS,Fragile and conflict affected situations,FCS,5044.92208183418
FIN,Finland,FIN,57457.3994740169
FJI,Fiji,FJI,12762.3465811337
FRA,France,FRA,53691.6174864288
FRO,Faroe Islands,FRO,69338.8098239515
FSM,Micronesia  Fed. Sts.,FSM,3874.19905459701
GAB,Gabon,GAB,18662.0497970114
GBR,United Kingdom,GBR,52836.0247301829
GEO,Georgia,GEO,20966.5280391134
GHA,Ghana,GHA,6729.27440352562
GIB,Gibraltar,GIB,
GIN,Guinea,GIN,3792.01068836277
GMB,Gambia  The,GMB,2863.18049829859
GNB,Guinea-Bissau,GNB,2507.0147245235
GNQ,Equatorial Guinea,GNQ,16932.7706827155
GRC,Greece,GRC,35906.6128241021
GRD,Grenada,GRD,16386.46233816
GRL,Greenland,GRL,
GTM,Guatemala,GTM,12153.0305986535
GUM,Guam,GUM,
GUY,Guyana,GUY,37068.1968873149
HIC,High income,HIC,56598.3445662204
HKG,Hong Kong SAR  China,HKG,64036.7870392668
HND,Honduras,HND,6352.58710177732
HPC,Heavily indebted poor countries (HIPC),HPC,3022.81001069778
HRV,Croatia,HRV,39864.1618181211
HTI,Haiti,HTI,3047.65179299452
HUN,Hungary,HUN,40353.0023434744
IBD,IBRD only,IBD,16796.020178095
IBT,IDA & IBRD total,IBT,13448.0385562604
IDA,IDA total,IDA,4620.02089564575
IDB,IDA blend,IDB,5707.83507789021
IDN,Indonesia,IDN,13334.293520304
IDX,IDA only,IDX,4101.11267297013
IMN,Isle of Man,IMN,
IND,India,IND,8544.68888383182
IRL,Ireland,IRL,125625.319755241
IRN,Iran  Islamic Rep.,IRN,15331.3329400419
IRQ,Iraq,IRQ,13393.6749428104
ISL,Iceland,ISL,65623.1691841046
ISR,Israel,ISR,48177.8359316765
ITA,Italy,ITA,52253.7379029486
JAM,Jamaica,JAM,10072.0485289361
JOR,Jordan,JOR,9266.57547415865
JPN,Japan,JPN,44937.608867666
KAZ,Kazakhstan,KAZ,33506.2614893237
KEN,Kenya,KEN,5491.69378280246
KGZ,Kyrgyz Republic,KGZ,6139.77832836366
KHM,Cambodia,KHM,6456.7382143272
KIR,Kiribati,KIR,3117.76025805862
KNA,St. Kitts and Nevis,KNA,29761.2753518753
KOR,Korea  Rep.,KOR,49777.929303529
KWT,Kuwait,KWT,50984.3024427951
LAC,Latin America & Caribbean (excluding high income),LAC,18470.5541266382
LAO,Lao PDR,LAO,8183.03286472653
LBN,Lebanon,LBN,11474.7505845558
LBR,Liberia,LBR,1578.99837069175
LBY,Libya,LBY,11456.0768149668
LCA,St. Lucia,LCA,22961.9622175008
LCN,Latin America & Caribbean,LCN,19291.9241729001
LDC,Least developed countries: UN classification,LDC,3767.55242469799
LIC,Low income,LIC,2331.79056185785
LIE,Liechtenstein,LIE,
LKA,Sri Lanka,LKA,13249.4085187153
LMC,Lower middle income,LMC,8015.40976993231
LMY,Low & middle income,LMY,12425.8146960729
LSO,Lesotho,LSO,2577.54544127769
LTE,Late-demographic dividend,LTE,22539.2146118505
LTU,Lithuania,LTU,46651.2142483326
LUX,Luxembourg,LUX,134629.225268543
LVA,Latvia,LVA,37685.0082150032
MAC,Macao SAR  China,MAC,60089.8389791999
MAF,St. Martin (French part),MAF,
MAR,Morocco,MAR,8666.0791015625
MCO,Monaco,MCO,
MDA,Moldova,MDA,15291.1287359331
MDG,Madagascar,MDG,1622.61082445382
MDV,Maldives,MDV,21357.8112511153
MEA,Middle East & North Africa,MEA,18638.136236184
MEX,Mexico,MEX,21387.5987937272
MHL,Marshall Islands,MHL,6844.33467787253
MIC,Middle income,MIC,13673.7854887949
MKD,North Macedonia,MKD,22822.3566269389
MLI,Mali,MLI,2357.19035404786
MLT,Malta,MLT,57659.8158299432
MMR,Myanmar,MMR,5350.4766689956
MNA,Middle East & North Africa (excluding high income),MNA,12648.9979939685
MNE,Montenegro,MNE,25693.3251666824
MNG,Mongolia,MNG,15310.4349469163
MNP,Northern Mariana Islands,MNP,
MOZ,Mozambique,MOZ,1476.66560299552
MRT,Mauritania,MRT,6053.26178704876
MUS,Mauritius,MUS,24831.3727000712
MWI,Malawi,MWI,1659.95933825168
MYS,Malaysia,MYS,32079.1515157489
NAC,North America,NAC,71260.56112349
NAM,Namibia,NAM,9948.46458487266
NCL,New Caledonia,NCL,
NER,Niger,NER,1717.51891457684
NGA,Nigeria,NGA,5552.83764994957
NIC,Nicaragua,NIC,7258.68171711412
NLD,Netherlands,NLD,71324.0360613187
NOR,Norway,NOR,90838.9079553172
NPL,Nepal,NPL,4763.38751082389
NRU,Nauru,NRU,12467.346889204
NZL,New Zealand,NZL,49206.8705317548
OED,OECD members,OED,52118.4392245687
OMN,Oman,OMN,40366.458231347
OSS,Other small states,OSS,27730.2540499598
PAK,Pakistan,PAK,5526.27928310213
PAN,Panama,PAN,33833.0265078284
PER,Peru,PER,15548.9316184939
PHL,Philippines,PHL,9457.10395402883
PLW,Palau,PLW,15477.5519831509
PNG,Papua New Guinea,PNG,4125.49303568434
POL,Poland,POL,43405.0215797441
PRE,Pre-demographic dividend,PRE,4062.09051986739
PRI,Puerto Rico,PRI,42562.3765666695
PRK,Korea  Dem. People's Rep.,PRK,
PRT,Portugal,PRT,41070.8613689035
PRY,Paraguay,PRY,15259.145631184
PSE,West Bank and Gaza,PSE,5753.08395899307
PSS,Pacific island small states,PSS,6872.40368992299
PST,Post-demographic dividend,PST,57439.0020815839
PYF,French Polynesia,PYF,
QAT,Qatar,QAT,114740.123614647
ROU,Romania,ROU,39380.2517863094
RUS,Russian Federation,RUS,38263.6171875
RWA,Rwanda,RWA,2889.88485326106
SAS,South Asia,SAS,7970.19093073923
SAU,Saudi Arabia,SAU,57351.8743866923
SDN,Sudan,SDN,3132.0771484375
SEN,Senegal,SEN,4227.73341842106
SGP,Singapore,SGP,132468.930252646
SLB,Solomon Islands,SLB,2517.92542109908
SLE,Sierra Leone,SLE,2934.03013453843
SLV,El Salvador,SLV,11068.9214300637
SMR,San Marino,SMR,70887.573899815
SOM,Somalia,SOM,1387.8137441605
SRB,Serbia,SRB,24634.5604407142
SSA,Sub-Saharan Africa (excluding high income),SSA,4292.12672701551
SSD,South Sudan,SSD,
SSF,Sub-Saharan Africa,SSF,4294.48749815607
SST,Small states,SST,24527.7072022288
STP,Sao Tome and Principe,STP,5632.13890715047
SUR,Suriname,SUR,18742.5873760369
SVK,Slovak Republic,SVK,38638.4364624074
SVN,Slovenia,SVN,47064.1512498345
SWE,Sweden,SWE,63215.4363098276
SWZ,Eswatini,SWZ,9740.06525909122
SXM,Sint Maarten (Dutch part),SXM,43877.2491431337
SYC,Seychelles,SYC,28540.7623221189
SYR,Syrian Arab Republic,SYR,4454.85373271464
TCA,Turks and Caicos Islands,TCA,22209.910930798
TCD,Chad,TCD,1688.46017530264
TEA,East Asia & Pacific (IDA & IBRD countries),TEA,18478.2239798016
TEC,Europe & Central Asia (IDA & IBRD countries),TEC,29990.9759544877
TGO,Togo,TGO,2662.25917134822
THA,Thailand,THA,20741.5235270511
TJK,Tajikistan,TJK,4213.75618362687
TKM,Turkmenistan,TKM,17119.5744946142
TLA,Latin America & the Caribbean (IDA & IBRD countries),TLA,19196.1300366276
TLS,Timor-Leste,TLS,5344.13695159456
TMN,Middle East & North Africa (IDA & IBRD countries),TMN,12731.9910531557
TON,Tonga,TON,6901.73855566074
TSA,South Asia (IDA & IBRD),TSA,7970.19093073923
TSS,Sub-Saharan Africa (IDA & IBRD countries),TSS,4294.48749815607
TTO,Trinidad and Tobago,TTO,31323.277264658
TUN,Tunisia,TUN,12632.0392214109
TUR,Turkiye,TUR,32748.3189010181
TUV,Tuvalu,TUV,5498.17892082585
TZA,Tanzania,TZA,3546.98095703125
UGA,Uganda,UGA,2724.90609568409
UKR,Ukraine,UKR,13787.12109375
UMC,Upper middle income,UMC,19784.0532605142
URY,Uruguay,URY,30879.9288178994
USA,United States,USA,72841.9243127082
UZB,Uzbekistan,UZB,9607.56167273728
VCT,St. Vincent and the Grenadines,VCT,17172.2076165046
VEN,Venezuela  RB,VEN,
VGB,British Virgin Islands,VGB,
VIR,Virgin Islands (U.S.),VIR,46479.2996685326
VNM,Viet Nam,VNM,12930.2562185687
VUT,Vanuatu,VUT,3122.64007540699
WLD,World,WLD,20136.2447483077
WSM,Samoa,WSM,5843.77179166403
XKX,Kosovo,XKX,13022.4627441502
YEM,Yemen  Rep.,YEM,
ZAF,South Africa,ZAF,13777.1927520564
ZMB,Zambia,ZMB,3585.12379084347
ZWE,Zimbabwe,ZWE,3323.1219315624
